Date,Oil,Coal,Gas,Elec,GSCI,VIX,STOXX,AAA,BAA,Diff_BAA_AAA,ECB_Spot_3M,eua07,eua08,eua09,eua10,eua11,eua12,eua13,eua14,eua15,eua16,eua17,eua18,eua19,eua20,eua21,eua22,eua2007_vol1,eua2007_vol2,eua2007_out,eua2008_vol1,eua2008_vol2,eua2008_out,eua2009_vol1,eua2009_vol2,eua2009_out,eua2010_vol1,eua2010_vol2,eua2010_out,eua2011_vol1,eua2011_vol2,eua2011_out,eua2012_vol1,eua2012_vol2,eua2012_out,eua2013_vol1,eua2013_vol2,eua2013_out,eua2014_vol1,eua2014_vol2,eua2014_out,eua2015_vol1,eua2015_vol2,eua2015_out,eua2016_vol1,eua2016_vol2,eua2016_out,eua2017_vol1,eua2017_vol2,eua2017_out,eua2018_vol1,eua2018_vol2,eua2018_out,eua2019_vol1,eua2019_vol2,eua2019_out,eua2020_vol1,eua2020_vol2,eua2020_out,eua2021_vol1,eua2021_vol2,eua2021_out,eua2022_vol1,eua2022_vol2,eua2022_out
20130523,102.44,82.1,26.775,31.24,624.86,14.07,303.99,3.97,4.79,0.82,0.183946,,,,,,,3.4,3.56,3.72,3.88,4.03,4.2,4.44,4.73,,,,,,,,,,,,,,,,,,,,,14962,14962,616950,3524,3524,281837,1591,1591,159688,370,370,39759,31,31,14231,13,13,2263,100,100,1863,480,480,1367,,,,,,
20130524,102.64,82.1,26.463,31.36,624.4,13.99,303.35,3.94,4.76,0.82,0.195201,,,,,,,3.56,3.73,3.89,4.06,4.24,4.41,4.65,4.94,,,,,,,,,,,,,,,,,,,,,21245,21245,619733,4319,4319,283388,1382,1382,160327,608,608,39759,31,31,14231,13,13,2263,100,100,1863,2300,2300,2184,,,,,,
20130527,102.62,82.1,26.5,31.3,624.4,13.99,304.34,3.94,4.76,0.82,0.192981,,,,,,,3.5,3.67,3.83,4,4.18,4.35,4.59,4.88,,,,,,,,,,,,,,,,,,,,,6035,6035,620626,886,886,283469,477,477,160684,848,848,40407,31,31,14231,13,13,2263,100,100,1863,2300,2300,2184,,,,,,
20130528,104.23,82,26.475,31.33,630.57,14.48,308.23,4.06,4.88,0.82,0.174756,,,,,,,3.65,3.83,4,4.18,4.37,4.54,4.78,5.07,,,,,,,,,,,,,,,,,,,,,9096,9096,622120,522,522,283700,1799,1799,160288,344,344,40407,31,31,14231,13,13,2263,100,100,1863,2300,2300,2184,,,,,,
20130529,102.43,82.1,26.563,32.08,623.35,14.83,302.5,4.04,4.88,0.84,0.191855,,,,,,,3.75,3.93,4.1,4.3,4.52,4.72,4.96,5.25,,,,,,,,,,,,,,,,,,,,,13791,13791,620031,2313,2313,284129,1974,1974,160862,537,537,40206,31,31,14231,13,13,2263,100,100,1863,2300,2300,2184,,,,,,
20130530,102.19,82.05,26.45,32.06,622.46,14.53,303.55,4.06,4.9,0.84,0.178378,,,,,,,3.82,4,4.17,4.37,4.59,4.81,5.05,5.34,,,,,,,,,,,,,,,,,,,,,8779,8779,618963,2179,2179,285624,1663,1663,162388,9,9,40206,31,31,14231,13,13,2263,100,100,1863,2300,2300,2184,,,,,,
20130531,100.39,82.05,26.32,30.75,615.46,16.3,300.88,4.09,4.95,0.86,0.198415,,,,,,,3.95,4.13,4.31,4.51,4.73,4.95,5.19,5.48,,,,,,,,,,,,,,,,,,,,,23652,23652,619678,4760,4760,288033,2373,2373,163263,984,984,39906,31,31,14231,13,13,2263,100,100,1863,2300,2300,2184,,,,,,
20130603,102.06,78.3,26.148,29.85,622.56,16.28,298.59,4.06,4.95,0.89,0.209804,,,,,,,3.92,4.1,4.28,4.49,4.71,4.93,5.17,5.46,,,,,,,,,,,,,,,,,,,,,14243,14243,618980,3029,3029,288148,3577,3577,162627,253,253,40003,1867,1867,14231,13,13,2263,100,100,1863,2300,2300,2184,,,,,,
20130604,103.24,77.7,26.046,29.38,625.64,16.27,299.59,4.1,5,0.9,0.190437,,,,,,,3.96,4.15,4.34,4.56,4.78,5,5.24,5.53,,,,,,,,,,,,,,,,,,,,,19052,19052,620448,4333,4333,288926,2398,2398,163507,340,340,40113,1867,1867,14231,13,13,2263,100,100,1863,2300,2300,2184,,,,,,
20130605,103.04,77.7,26.1,29.19,626.58,17.5,295.12,4.07,4.99,0.92,0.181384,,,,,,,3.91,4.1,4.29,4.52,4.81,5.1,5.4,5.69,,,,,,,,,,,,,,,,,,,,,14942,14942,620989,2964,2964,290392,1840,1840,164513,305,305,40145,1867,1867,14231,13,13,2263,100,100,1863,2300,2300,2184,,,,,,
20130606,103.61,77.3,26.002,28.94,628.7,16.63,291.69,4.1,4.96,0.86,0.210155,,,,,,,4,4.19,4.38,4.61,4.86,5.13,5.41,5.69,,,,,,,,,,,,,,,,,,,,,19061,19061,622144,4159,4159,293628,983,983,165353,464,464,40321,100,100,14331,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130607,104.56,77.15,25.925,28.7,631.05,15.14,295.4,4.19,5.06,0.87,0.23041,,,,,,,4.12,4.31,4.52,4.76,5.01,5.28,5.56,5.84,,,,,,,,,,,,,,,,,,,,,21524,21524,621224,6106,6106,295834,4628,4628,167115,12540,12540,40480,100,100,14331,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130610,103.95,76.4,25.871,28.03,626.86,15.44,295.22,4.24,5.11,0.87,0.223887,,,,,,,4.04,4.23,4.45,4.67,4.92,5.19,5.47,5.75,,,,,,,,,,,,,,,,,,,,,21544,21544,618405,3072,3072,298092,3911,3911,169675,689,689,40516,100,100,14331,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130611,102.96,75.4,25.815,27.45,622.42,17.07,291.74,4.24,5.11,0.87,0.219261,,,,,,,4.2,4.39,4.63,4.85,5.1,5.37,5.65,5.93,,,,,,,,,,,,,,,,,,,,,22430,22430,617763,7350,7350,298645,5246,5246,172533,1130,1130,41353,100,100,14331,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130612,103.49,75.25,26.014,27.76,623.62,18.59,290.68,4.28,5.16,0.88,0.236991,,,,,,,4.5,4.7,4.94,5.18,5.43,5.7,5.98,6.26,,,,,,,,,,,,,,,,,,,,,21935,21935,616851,6013,6013,301016,3421,3421,172686,678,678,41743,100,100,14331,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130613,104.25,74.5,26.084,28,626.36,16.41,290.51,4.23,5.11,0.88,0.28544,,,,,,,4.41,4.59,4.82,5.06,5.32,5.59,5.87,6.15,,,,,,,,,,,,,,,,,,,,,39787,39787,615149,12859,12859,304185,4841,4841,175568,1081,1081,42136,100,100,14331,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130614,105.93,74.25,26.317,27.24,631.24,17.15,291.13,4.19,5.07,0.88,0.27409,,,,,,,4.77,4.95,5.18,5.45,5.71,5.98,6.26,6.54,,,,,,,,,,,,,,,,,,,,,26190,26190,610176,11756,11756,313853,2266,2266,176175,565,565,42413,100,100,14331,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130617,105.47,74.15,26.337,27.12,630.52,16.8,293.25,4.24,5.12,0.88,0.24185,,,,,,,4.58,4.76,4.99,5.25,5.51,5.78,6.06,6.34,,,,,,,,,,,,,,,,,,,,,15584,15584,606777,5476,5476,315918,3359,3359,177789,658,658,42823,100,100,14331,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130618,106.02,74.4,25.904,26.9,633.01,16.61,293.02,4.23,5.12,0.89,0.295177,,,,,,,4.7,4.87,5.06,5.3,5.56,5.83,6.11,6.39,,,,,,,,,,,,,,,,,,,,,29159,29159,595276,9544,9544,315753,16900,16900,187924,1933,1933,44521,100,100,14331,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130619,106.12,74.55,25.963,27.34,635.84,16.64,292.36,4.3,5.2,0.9,0.300481,,,,,,,4.39,4.55,4.73,4.95,5.18,5.45,5.73,6.01,,,,,,,,,,,,,,,,,,,,,29500,29500,585261,3791,3791,316653,7795,7795,191424,1037,1037,44857,510,510,14315,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130620,102.15,74.65,25.913,27.31,616.46,20.49,283.68,4.44,5.34,0.9,0.302432,,,,,,,4.43,4.59,4.77,4.99,5.22,5.49,5.77,6.05,,,,,,,,,,,,,,,,,,,,,23420,23420,578705,2251,2251,317974,5936,5936,193196,523,523,45323,510,510,14315,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130621,100.91,74.5,25.849,26.82,610.04,18.9,280.4,4.43,5.39,0.96,0.306595,,,,,,,4.38,4.53,4.72,4.94,5.17,5.44,5.72,6,,,,,,,,,,,,,,,,,,,,,15687,15687,580177,1478,1478,317947,2695,2695,194113,334,334,45607,510,510,14315,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130624,101.16,74.4,25.82,27.17,610.3,20.11,275.66,4.46,5.43,0.97,0.360379,,,,,,,4.12,4.27,4.46,4.69,4.92,5.19,5.47,5.75,,,,,,,,,,,,,,,,,,,,,20297,20297,585926,2845,2845,320021,597,597,194490,1774,1774,45880,510,510,14315,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130625,101.26,74.65,25.925,27.53,611.83,18.47,279.69,4.46,5.48,1.02,0.382326,,,,,,,4.28,4.43,4.61,4.84,5.07,5.34,5.62,5.9,,,,,,,,,,,,,,,,,,,,,26818,26818,576553,2021,2021,321500,12365,12365,197858,568,568,46324,510,510,14315,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130626,101.66,74.5,25.961,27.97,610.93,17.21,284.54,4.43,5.44,1.01,0.369972,,,,,,,4.42,4.58,4.76,4.98,5.21,5.48,5.76,6.04,,,,,,,,,,,,,,,,,,,,,10493,10493,575190,627,627,321798,6363,6363,198842,380,380,46646,510,510,14315,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130627,102.82,74.55,25.881,27.75,615.88,16.86,286.42,4.38,5.41,1.03,0.341541,,,,,,,4.43,4.59,4.76,4.98,5.21,5.48,5.76,6.04,,,,,,,,,,,,,,,,,,,,,11912,11912,575560,2930,2930,324113,1035,1035,199483,698,698,47245,510,510,14315,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130628,102.16,74.55,26.25,27.82,611.3,16.86,285.02,4.32,5.35,1.03,0.329123,,,,,,,4.21,4.36,4.53,4.74,4.97,5.24,5.52,5.8,,,,,,,,,,,,,,,,,,,,,13086,13086,575276,2500,2500,324370,1705,1705,200454,1165,1165,47675,510,510,14315,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130701,103,73.7,26.238,32.11,616.02,16.37,288.29,4.3,5.33,1.03,0.29596,,,,,,,4.24,4.39,4.56,4.77,5,5.27,5.55,5.83,,,,,,,,,,,,,,,,,,,,,9501,9501,574094,947,947,324883,765,765,201116,559,559,47989,510,510,14315,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130702,104,73.55,26.25,32.42,621.03,16.44,287.13,4.28,5.29,1.01,0.284097,,,,,,,4.29,4.44,4.6,4.82,5.05,5.32,5.6,5.88,,,,,,,,,,,,,,,,,,,,,15040,15040,574349,2077,2077,325572,3810,3810,204707,278,278,48235,100,100,14390,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130703,105.76,74,26.388,32.03,629.38,16.2,285.46,4.28,5.32,1.04,0.301541,,,,,,,4.69,4.84,5.02,5.24,5.46,5.73,6.01,6.29,,,,,,,,,,,,,,,,,,,,,56013,56013,561930,7139,7139,325215,17281,17281,210984,3580,3580,49077,350,350,14665,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130704,105.54,73.95,26.238,31.55,629.38,16.2,292.15,4.28,5.32,1.04,0.233607,,,,,,,4.55,4.7,4.87,5.08,5.3,5.7,5.98,6.26,,,,,,,,,,,,,,,,,,,,,9823,9823,563114,2220,2220,324916,542,542,211208,250,250,49217,35,35,14665,75,75,2263,25,25,1863,2300,2300,2184,,,,,,
20130705,107.72,74.95,26.125,31.53,634.02,14.89,288.31,4.45,5.5,1.05,0.237286,,,,,,,4.29,4.43,4.59,4.78,5,5.26,5.54,5.82,,,,,,,,,,,,,,,,,,,,,11459,11459,563480,898,898,325436,759,759,211143,385,385,49583,2,2,14667,88,88,2351,25,25,1863,2300,2300,2184,,,,,,
20130708,107.43,74.8,26.138,31.76,634.83,14.78,292.37,4.36,5.44,1.08,0.233906,,,,,,,4.24,4.39,4.54,4.73,4.95,5.2,5.48,5.76,,,,,,,,,,,,,,,,,,,,,14192,14192,563902,2371,2371,325789,816,816,211642,575,575,49913,39,39,14681,88,88,2351,25,25,1863,2300,2300,2184,,,,,,
20130709,107.81,74.85,26.175,31.33,637.17,14.35,294.58,4.37,5.43,1.06,0.233636,,,,,,,4.17,4.31,4.46,4.64,4.86,5.11,5.39,5.67,,,,,,,,,,,,,,,,,,,,,16092,16092,565597,5678,5678,325804,1829,1829,212767,785,785,50149,535,535,15202,88,88,2351,25,25,1863,2300,2300,2184,,,,,,
20130710,108.51,74.6,26.275,31.53,644.31,14.21,294.84,4.42,5.45,1.03,0.24754,,,,,,,4.05,4.18,4.33,4.51,4.71,4.96,5.24,5.52,,,,,,,,,,,,,,,,,,,,,12786,12786,566368,2145,2145,325584,645,645,212908,418,418,50457,20,20,15212,88,88,2351,25,25,1863,2300,2300,2184,,,,,,
20130711,107.73,74.9,26.25,32.15,641.56,14.01,296.54,4.34,5.37,1.03,0.278934,,,,,,,4.09,4.23,4.38,4.56,4.76,5.01,5.29,5.57,,,,,,,,,,,,,,,,,,,,,11204,11204,565539,1804,1804,325606,837,837,213617,214,214,50601,20,20,15212,88,88,2351,25,25,1863,2300,2300,2184,,,,,,
20130712,108.81,74.6,26.2,32.45,644.63,13.84,296.2,4.35,5.38,1.03,0.254072,,,,,,,4.04,4.17,4.32,4.51,4.71,4.96,5.24,5.52,,,,,,,,,,,,,,,,,,,,,10122,10122,566294,1220,1220,325818,817,817,214106,189,189,50730,10,10,15222,88,88,2351,25,25,1863,2300,2300,2184,,,,,,
20130715,109.09,74.9,26.079,33.91,644.4,13.79,297.38,4.33,5.33,1,0.26348,,,,,,,4.05,4.18,4.33,4.52,4.72,4.97,5.25,5.53,,,,,,,,,,,,,,,,,,,,,8857,8857,567499,640,640,326376,815,815,214921,100,100,50830,10,10,15222,88,88,2351,25,25,1863,2300,2300,2184,,,,,,
20130716,109.4,75.1,25.963,35.52,645.99,14.42,295.31,4.3,5.29,0.99,0.270577,,,,,,,4.13,4.27,4.42,4.61,4.81,5.04,5.3,5.56,,,,,,,,,,,,,,,,,,,,,13849,13849,569618,6045,6045,331784,396,396,214261,291,291,50989,66,66,15238,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130717,108.61,75.05,26.058,35.67,646.65,13.78,297.04,4.29,5.26,0.97,0.267804,,,,,,,4.13,4.27,4.42,4.6,4.8,5.03,5.29,5.55,,,,,,,,,,,,,,,,,,,,,8177,8177,570172,1337,1337,332206,913,913,215077,332,332,51305,66,66,15238,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130718,108.7,74.85,26.188,35.63,651.05,13.77,299.76,4.35,5.31,0.96,0.266043,,,,,,,4.13,4.27,4.42,4.61,4.81,5.04,5.3,5.56,,,,,,,,,,,,,,,,,,,,,8101,8101,569852,1561,1561,332593,1483,1483,216128,752,752,52022,66,66,15238,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130719,108.07,74.6,26.175,35.84,650.66,12.54,299.85,4.3,5.24,0.94,0.25899,,,,,,,4.19,4.33,4.48,4.67,4.87,5.1,5.36,5.62,,,,,,,,,,,,,,,,,,,,,11867,11867,570769,892,892,332884,1281,1281,217017,456,456,52478,66,66,15238,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130722,108.15,74.4,26.15,36.3,648.43,12.29,300.3,4.29,5.21,0.92,0.260834,,,,,,,4.21,4.35,4.51,4.7,4.9,5.13,5.39,5.65,,,,,,,,,,,,,,,,,,,,,9378,9378,570047,620,620,332935,609,609,217527,218,218,52691,66,66,15238,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130723,108.42,74.9,26.196,37,648.62,12.66,299.44,4.31,5.23,0.92,0.255641,,,,,,,4.26,4.41,4.57,4.77,4.97,5.2,5.46,5.72,,,,,,,,,,,,,,,,,,,,,10394,10394,569266,827,827,333476,1493,1493,217647,1001,1001,52723,66,66,15238,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130724,107.19,74.9,26.138,37.1,642.1,13.18,301.1,4.37,5.28,0.91,0.254781,,,,,,,4.3,4.45,4.62,4.82,5.02,5.25,5.51,5.77,,,,,,,,,,,,,,,,,,,,,23270,23270,581824,1734,1734,334927,804,804,217732,151,151,52869,66,66,15238,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130725,107.65,75,26.148,36.68,640.68,12.97,299.63,4.38,5.3,0.92,0.266953,,,,,,,4.3,4.46,4.62,4.84,5.05,5.28,5.54,5.8,,,,,,,,,,,,,,,,,,,,,9899,9899,582373,1120,1120,335733,901,901,218084,55,55,52924,66,66,15238,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130726,107.17,74.9,26.138,36.47,636.81,12.72,298.91,4.33,5.25,0.92,0.265919,,,,,,,4.33,4.48,4.65,4.86,5.07,5.3,5.56,5.82,,,,,,,,,,,,,,,,,,,,,8885,8885,581150,2482,2482,337315,959,959,218659,396,396,53184,66,66,15238,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130729,107.45,77.65,26.138,36.47,636.48,13.39,299.06,4.37,5.3,0.93,0.277495,,,,,,,4.33,4.48,4.65,4.86,5.07,5.3,5.56,5.82,,,,,,,,,,,,,,,,,,,,,10965,10965,583776,741,741,337899,223,223,218821,1,1,53185,66,66,15238,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130730,106.91,77.55,26.056,36.42,632.09,13.39,299.43,4.4,5.31,0.91,0.271754,,,,,,,4.29,4.44,4.61,4.82,5.03,5.26,5.52,5.78,,,,,,,,,,,,,,,,,,,,,12006,12006,584631,1928,1928,338879,1530,1530,219269,558,558,53401,200,200,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130731,107.7,76.35,26.09,34.65,638.64,13.45,299.58,4.38,5.28,0.9,0.283329,,,,,,,4.34,4.48,4.66,4.87,5.08,5.31,5.57,5.83,,,,,,,,,,,,,,,,,,,,,14577,14577,584091,2264,2264,340182,1696,1696,219297,358,358,53650,200,200,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130801,109.54,76.15,25.859,33.41,646.77,12.94,303.29,4.51,5.4,0.89,0.270406,,,,,,,4.35,4.49,4.67,4.88,5.09,5.32,5.58,5.84,,,,,,,,,,,,,,,,,,,,,10457,10457,584012,2174,2174,340943,405,405,219398,370,370,53714,200,200,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130802,108.95,75.55,25.725,33.66,642.74,11.98,304.15,4.42,5.31,0.89,0.278354,,,,,,,4.4,4.55,4.72,4.93,5.14,5.37,5.63,5.89,,,,,,,,,,,,,,,,,,,,,7920,7920,583318,1098,1098,341307,526,526,219610,200,200,53914,200,200,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130805,108.7,75.2,25.738,33.89,639.59,11.84,304.74,4.42,5.31,0.89,0.262545,,,,,,,4.43,4.57,4.75,4.96,5.17,5.4,5.66,5.92,,,,,,,,,,,,,,,,,,,,,4804,4804,583701,1213,1213,341565,304,304,219867,85,85,53980,200,200,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130806,108.18,75.1,25.819,34.17,634.83,12.72,303.5,4.46,5.37,0.91,0.240066,,,,,,,4.52,4.66,4.84,5.06,5.27,5.5,5.76,6.02,,,,,,,,,,,,,,,,,,,,,6752,6752,584204,1774,1774,342346,1516,1516,220553,2,2,53982,30,30,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130807,107.44,75.15,25.925,34.44,629.7,12.98,302.81,4.47,5.36,0.89,0.237067,,,,,,,4.46,4.61,4.79,5.01,5.22,5.45,5.71,5.97,,,,,,,,,,,,,,,,,,,,,11029,11029,588081,855,855,342811,1254,1254,220894,2,2,53982,30,30,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130808,106.68,75.1,25.925,35.12,627.95,12.73,304.17,4.42,5.33,0.91,0.238253,,,,,,,4.53,4.67,4.85,5.07,5.28,5.51,5.77,6.03,,,,,,,,,,,,,,,,,,,,,7579,7579,591322,6298,6298,343368,560,560,221176,101,101,53983,30,30,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130809,108.22,75.4,25.963,35.36,634.71,13.41,305.92,4.41,5.31,0.9,0.229904,,,,,,,4.46,4.6,4.78,4.99,5.2,5.43,5.69,5.95,,,,,,,,,,,,,,,,,,,,,8955,8955,591326,2109,2109,344894,668,668,221173,181,181,54100,30,30,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130812,108.97,75.3,25.588,35.27,638.88,12.81,306.08,4.45,5.33,0.88,0.226862,,,,,,,4.33,4.47,4.64,4.85,5.06,5.29,5.55,5.81,,,,,,,,,,,,,,,,,,,,,11146,11146,587719,4877,4877,347513,1034,1034,221943,175,175,54275,30,30,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130813,109.82,75.4,25.613,34.69,641.23,12.31,307.79,4.54,5.43,0.89,0.212662,,,,,,,4.31,4.45,4.62,4.83,5.04,5.27,5.53,5.79,,,,,,,,,,,,,,,,,,,,,10511,10511,583660,5081,5081,350961,732,732,222271,228,228,54444,30,30,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130814,110.2,75.5,25.813,35.08,643.68,13.04,308.62,4.53,5.43,0.9,0.224085,,,,,,,4.37,4.51,4.68,4.89,5.1,5.33,5.59,5.85,,,,,,,,,,,,,,,,,,,,,4861,4861,583929,1623,1623,350784,758,758,222961,305,305,54744,30,30,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130815,111.11,75.45,25.775,36.12,648.86,14.73,305.34,4.6,5.47,0.87,0.23786,,,,,,,4.37,4.5,4.67,4.88,5.09,5.32,5.58,5.84,,,,,,,,,,,,,,,,,,,,,12103,12103,578969,6075,6075,352479,1717,1717,224168,515,515,55259,30,30,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130816,110.4,75.55,25.622,36.16,649.92,14.37,306.36,4.66,5.54,0.88,0.244995,,,,,,,4.37,4.5,4.67,4.88,5.09,5.32,5.58,5.84,,,,,,,,,,,,,,,,,,,,,5831,5831,577960,2350,2350,353759,1088,1088,224610,475,475,55729,30,30,15038,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130819,109.9,75.5,25.563,36.6,649.52,15.1,304.77,4.71,5.58,0.87,0.256547,,,,,,,4.34,4.47,4.64,4.85,5.06,5.29,5.55,5.81,,,,,,,,,,,,,,,,,,,,,5284,5284,576673,1337,1337,354495,343,343,224611,487,487,56110,10,10,15028,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130820,110.15,75.45,25.6,36.74,645.45,14.91,302.25,4.66,5.54,0.88,0.269691,,,,,,,4.36,4.49,4.66,4.87,5.08,5.31,5.57,5.83,,,,,,,,,,,,,,,,,,,,,7846,7846,576800,1287,1287,355265,613,613,224964,525,525,56560,10,10,15028,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130821,109.81,75.45,25.6,37.27,642.3,15.94,300.61,4.69,5.58,0.89,0.261635,,,,,,,4.38,4.51,4.68,4.89,5.1,5.33,5.59,5.85,,,,,,,,,,,,,,,,,,,,,10670,10670,578788,12089,12089,356342,915,915,225642,450,450,56560,10,10,15028,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130822,109.9,75.65,25.675,37.32,643.29,14.76,303.55,4.69,5.58,0.89,0.25977,,,,,,,4.53,4.66,4.83,5.04,5.25,5.48,5.74,6,,,,,,,,,,,,,,,,,,,,,12300,12300,580094,2456,2456,357523,2218,2218,227121,1314,1314,57080,10,10,15028,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130823,111.04,75.8,25.531,37.12,649.4,13.98,304.71,4.6,5.49,0.89,0.24466,,,,,,,4.44,4.57,4.74,4.95,5.16,5.39,5.65,5.91,,,,,,,,,,,,,,,,,,,,,6152,6152,580072,1245,1245,357959,465,465,227415,223,223,57293,10,10,15028,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130826,110.73,75.8,25.4,37.4,650.66,14.99,304.48,4.6,5.46,0.86,0.255248,,,,,,,4.43,4.55,4.73,4.94,5.15,5.38,5.64,5.9,,,,,,,,,,,,,,,,,,,,,2874,2874,579682,732,732,358596,290,290,227515,232,232,57429,10,10,15028,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130827,114.36,75.55,25.45,37.54,662.96,16.77,299.01,4.51,5.38,0.87,0.294986,,,,,,,4.55,4.68,4.85,5.06,5.27,5.5,5.76,6.02,,,,,,,,,,,,,,,,,,,,,9145,9145,578741,12980,12980,360284,1115,1115,228045,330,330,57659,10,10,15028,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130828,116.61,75.4,25.553,37.66,668.6,16.49,297.89,4.58,5.43,0.85,0.287082,,,,,,,4.61,4.74,4.91,5.13,5.34,5.57,5.83,6.09,,,,,,,,,,,,,,,,,,,,,11121,11121,577800,3989,3989,362717,1422,1422,228946,320,320,57946,10,10,15028,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130829,115.16,75.6,25.6,37.61,663.48,16.81,300.13,4.52,5.37,0.85,0.277465,,,,,,,4.6,4.73,4.9,5.11,5.32,5.55,5.81,6.07,,,,,,,,,,,,,,,,,,,,,7491,7491,576606,1112,1112,362773,1836,1836,228258,225,225,58071,10,10,15028,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130830,114.01,75.6,26.109,38.23,657.05,17.01,297.32,4.49,5.34,0.85,0.297807,,,,,,,4.57,4.7,4.87,5.08,5.29,5.52,5.78,6.04,,,,,,,,,,,,,,,,,,,,,5794,5794,577086,1535,1535,363842,397,397,228393,471,471,58542,10,10,15028,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130902,114.33,76.45,26.301,39.52,657.05,17.01,302.94,4.49,5.34,0.85,0.276549,,,,,,,4.51,4.64,4.81,5.02,5.23,5.46,5.72,5.98,,,,,,,,,,,,,,,,,,,,,9812,9812,575540,1985,1985,364957,1058,1058,229396,557,557,59095,10,10,15028,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130903,115.68,76.4,26.347,39.92,660.66,16.61,301.78,4.61,5.44,0.83,0.270394,,,,,,,4.42,4.55,4.72,4.93,5.14,5.36,5.62,5.88,,,,,,,,,,,,,,,,,,,,,13948,13948,574488,2573,2573,366548,812,812,229649,751,751,59771,10,10,15028,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130904,114.91,76.4,26.355,40.49,656.07,15.88,302.34,4.63,5.45,0.82,0.286706,,,,,,,4.57,4.7,4.87,5.07,5.28,5.5,5.76,6.02,,,,,,,,,,,,,,,,,,,,,13535,13535,574245,4358,4358,368902,2252,2252,229827,1329,1329,60533,10,10,15028,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130905,115.26,76.7,26.46,40.58,657.07,15.77,304.56,4.72,5.53,0.81,0.299701,,,,,,,4.98,5.11,5.29,5.51,5.72,5.94,6.2,6.46,,,,,,,,,,,,,,,,,,,,,22723,22723,576117,9105,9105,371007,2581,2581,229356,965,965,61387,100,100,15127,50,50,2376,25,25,1888,10,10,2194,,,,,,
20130906,116.12,76.1,26.567,41.54,664.33,15.85,306.1,4.72,5.53,0.81,0.299064,,,,,,,5.33,5.47,5.66,5.91,6.14,6.36,6.62,6.88,,,,,,,,,,,,,,,,,,,,,26948,26948,570540,10528,10528,370423,4829,4829,230722,2227,2227,62589,400,400,15298,50,50,2376,25,25,1888,10,10,2194,,,,,,
